customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,2.01,0,1440,Korean BBQ Mushroom & Bacon Sandwiches
2,2.13,960,1200,Mushroom & Spinach Ramen with Beef
3,7.26,0,1440,Pesto Shrimp Salad Lettuce Wraps
4,3.73,0,1440,Creamy Chicken Pot Pie|Curried Chicken & Roasted Sweet Potato Jumble
5,7.5,960,1200,Low-Lift Romesco Chicken & Garlic Herb Orzo|Onion Crunch Chicken
6,7.78,720,960,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,480,720,Sweet Potato & Bacon Quesadillas|Argentinian Chicken|Ponzu-Glazed Trout & Broccoli Tempura
8,5.22,480,720,BBQ Flatbreads & Chicken Sausage|Pepita-Crusted Salmon
9,9.79,720,960,Lemon Herb Salmon & Couscous
10,9.69,960,1200,Firehouse Cheeseburgers
