customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,3.12,720,960,Cheesy Prosciutto Chicken Rollatini
2,9.52,720,960,Chicken & Greek Salad Pita Pockets
3,6.53,480,720,Pub-Style Shepherd's Pie
4,3.73,720,960,Creamy Chicken Pot Pie
5,7.5,480,720,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,480,720,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,960,1200,Sweet Potato & Bacon Quesadillas|Argentinian Chicken
8,5.22,960,1200,BBQ Flatbreads & Chicken Sausage|Pepita-Crusted Salmon
9,9.79,720,960,Lemon Herb Salmon & Couscous
10,9.69,0,1440,Firehouse Cheeseburgers
11,7.19,0,1440,Figgy Balsamic Bavette Steak|Cheesy Buffalo Chicken & Mashed Potato Bake
12,5.72,720,960,Onion Crunch Organic Chicken
13,8.88,0,1440,Shawarma Beef & Turmeric Rice Bowls
14,7.15,720,960,Pear & Walnut-Stuffed Chicken
15,5.29,480,720,Cheesy Buffalo Chicken Flatbreads|Hainanese-Style Roasted Chicken & Rice
16,5.3,480,720,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8.0,0,1440,Figgy Balsamic Chicken
18,5.53,0,1440,Sweet Potato & Bacon Quesadillas
19,7.63,480,720,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,0,1440,Sheet Pan Crunchy Organic Chicken|Pepita-Crusted Salmon
21,7.3,960,1200,Smoky Mustard Chicken & Roasted Potatoes
22,6.83,960,1200,Spicy Peruvian Bavette Steak
23,6.43,480,720,Sweet Potato & Pepper Quesadillas
24,6.46,960,1200,Seared Salmon & Tomato-Dill Relish
25,3.73,960,1200,Szechuan-Glazed Chicken & Jasmine Rice
