customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,7.44,0,1440,Walnut Pesto Scallops & Purple Sweet Potato Puree|BBQ Cheddar Turkeyburgers & Chipotle Mayo
2,9.52,720,960,Chicken & Greek Salad Pita Pockets|Creamy Dill Sirloin Steak|Creamy Lobster Pot Pie
3,6.53,720,960,Pub-Style Shepherd's Pie|Shawarma-Spiced Beef & Rice Bowls|Southwest Shrimp Tacos
4,3.73,480,720,Creamy Chicken Pot Pie|Curried Chicken & Roasted Sweet Potato Jumble|Harvest Kale Salad with Chicken
5,7.5,0,1440,Low-Lift Romesco Chicken & Garlic Herb Orzo|Onion Crunch Chicken|Silky Sicilian Penne with Chicken Sausage|Savory Mushroom & Spinach Ramen|Savory Paprika Tilapia with Rice & Beans
6,7.78,960,1200,Organic Chicken & Creamy Lemon Zucchini Orzo|Shawarma Chicken & Turmeric Rice Bowls|Zucchini Pomodoro Fusilli Bake|Crispy Korean-Style BBQ Mushroom Sandwiches
7,3.76,960,1200,Sweet Potato & Bacon Quesadillas|Argentinian Chicken|Ponzu-Glazed Trout & Broccoli Tempura|Shawarma Chicken & Turmeric Rice Bowls
8,5.22,480,720,"BBQ Flatbreads & Chicken Sausage|Pepita-Crusted Salmon|Sweet & Tangy Tempura Chicken Sandos|Sweet Potato & Steak Quesadillas|Lemon Herb Salmon & Couscous|Chicken, Sweet Potato & Pepper Quesadillas"
9,9.79,480,720,Lemon Herb Salmon & Couscous|Mushroom & Spinach Ramen with Chicken
10,9.69,960,1200,Firehouse Cheeseburgers|Jalapeño Popper Grilled Cheese with Bacon Jam|Zucchini & Turkey Pomodoro Penne Bake
