customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,9.57,0,1440,Zucchini & Beef Pomodoro Penne Bake
2,6.44,0,1440,Zucchini & Shrimp Pomodoro Penne Bake|Curry Chicken Banh Mi
3,3.61,480,720,Steak Salad & Tangy Red Pepper Vinaigrette
4,2.54,960,1200,"Bacon, Sweet Potato & Pepper Quesadillas"
5,2.69,480,720,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
6,9.69,720,960,Crispy Kickin' Cayenne Chicken Cutlets
7,6.76,720,960,Beef Flautas Supreme
8,7.54,0,1440,Mexican-Spiced Shrimp & Street Corn Rice Bowls
9,5.23,0,1440,Sweet & Smoky Ranch Steak|Chicken & Greek Salad Pita Pockets
10,2.81,480,720,Zucchini & Chicken Pomodoro Penne Bake
11,8.99,720,960,Sweet Thai Chili Salmon
12,5.96,0,1440,Szechuan-Glazed Chicken & Jasmine Rice
13,7.07,960,1200,Chicken Milanese & Creamy Pesto Fusilli
14,9.94,960,1200,Fig & Bacon Chicken Lettuce Wraps|Onion Crunch Organic Chicken
15,7.42,960,1200,Dark Meat Chicken Quesadillas with Mango Salsa|Firehouse Cheeseburgers
16,9.06,960,1200,Gouda-Stuffed Pork Meatloaves
17,3.57,720,960,Air Fryer Cajun Organic Chicken Sandos
18,7.81,0,1440,Harvest Kale & Roasted Brussels Salad
19,6.66,720,960,Chicken Milanese & Creamy Pesto Fusilli
20,4.46,0,1440,Dark Meat Chicken Quesadillas with Mango Salsa
21,8.95,960,1200,Smoky Mustard Pork Chops & Roasted Potatoes|Sweet & Smoky Chicken|Cheesy Prosciutto Organic Chicken Rollatini
22,3.85,960,1200,Szechuan-Glazed Chicken & Jasmine Rice|Cheesy Bacon Jam-Stuffed Organic Chicken
23,3.22,720,960,One-Pan French Onion & Steak Orzotto
24,8.61,480,720,Jalapeño Popper Grilled Cheese with Bacon Jam
25,5.98,480,720,Savory Paprika Tilapia with Rice & Beans
26,5.02,480,720,Sheet Pan Crunchy Organic Chicken
27,7.84,960,1200,Mexican-Spiced Steak & Street Corn Rice Bowls
28,3.16,720,960,Argentinian Chicken
29,3.45,0,1440,Firecracker Meatballs
30,8.64,0,1440,Curried Chicken & Roasted Sweet Potato Jumble
31,2.95,480,720,Zucchini Pomodoro Fusilli Bake
32,6.55,0,1440,Dark Meat Chicken Quesadillas with Mango Salsa
33,5.88,480,720,Harvest Kale Salad with Shrimp
34,3.94,960,1200,Smashed Black Bean & Beef Tostadas
35,7.34,720,960,Sweet & Smoky Chicken|Greek Goddess Steak & Bulgur Bowls
36,9.42,0,1440,Organic Chicken Milanese & Pesto Penne
37,6.65,0,1440,Mexican-Spiced Shrimp & Street Corn Rice Bowls
38,7.43,480,720,Shawarma Beef & Turmeric Rice Bowls
39,2.8,720,960,Prep & Bake Cheesy Tomato Ravioli
40,5.02,480,720,Mexican-Spiced Steak & Street Corn Rice Bowls
41,2.97,960,1200,Lemon Herb Chicken & Artichoke-Celery Salad|One-Pan French Onion Orzotto
42,6.85,720,960,Smoky Chipotle Beef Burrito Bowls
43,8.34,0,1440,Silky Sicilian Penne with Shrimp
44,4.23,720,960,Silky Sicilian Penne with Shrimp|Butternut Agnolotti in Brown Butter & Parmesan
45,5.71,720,960,Cheesy Buffalo Chicken Flatbreads
46,6.3,960,1200,Sweet Thai Chili Barramundi
47,4.68,720,960,Curried Chicken & Roasted Sweet Potato Jumble
48,9.16,0,1440,Savory Paprika Tilapia with Rice & Beans
49,3.31,720,960,Tex-Mex Chicken & Queso Rice Bowls|Steak with Mushroom Cream Sauce
50,8.27,480,720,Grass-Fed Rib-Eye Agnolotti|Barramundi with Lemon-Dill Sauce
51,7.37,0,1440,Greek Goddess Steak & Bulgur Bowls|BBQ Pineapple & Shrimp Flatbreads
52,3.98,0,1440,Curried Chicken & Roasted Sweet Potato Jumble
53,7.35,960,1200,Crispy Parmesan Chicken & Bacon Linguine|Peachy Gochujang Pork Wraps|Smashed Black Bean & Chicken Tostadas
54,6.0,480,720,Low-Lift Al Pastor Beef & Brown Rice Bowls|Spicy Peruvian Steak
55,3.63,720,960,Coconut-Crusted Tilapia Sandwiches|Curry Chicken Banh Mi
56,2.52,480,720,Prep & Bake Dijon Pecan Organic Chicken
57,5.1,0,1440,Savory Mushroom & Spinach Ramen
58,8.33,960,1200,Harvest Kale Salad with Chicken
59,9.55,0,1440,One-Pan French Onion & Steak Orzotto|Seared Salmon & Kale Salad with Mango
60,7.19,480,720,Mexican-Spiced Chicken & Street Corn Rice Bowls
61,6.81,480,720,Crispy Organic Chicken & Bacon Alfredo
62,4.32,480,720,Figgy Balsamic Chicken
63,8.03,960,1200,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry|Swicy Poke-Inspired Rainbow Trout Bowls"
64,9.05,0,1440,Mushroom & Spinach Ramen with Turkey
65,5.51,480,720,Smashed Black Bean & Beef Tostadas|Szechuan-Glazed Chicken & Jasmine Rice
66,7.84,0,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
67,5.51,960,1200,Zucchini Pomodoro Fusilli Bake
68,2.08,720,960,Chicken with Cherry Pan Sauce
69,5.61,720,960,Creamy Chicken Pot Pie
70,7.16,480,720,Smoky Mustard Chicken & Roasted Potatoes
71,7.2,480,720,Pan-Seared Chicken & Rosemary Potatoes
72,3.8,960,1200,Cheesy Southwest Chicken & Kale Rice|Cheesy Buffalo Chicken Flatbreads
73,6.05,0,1440,Southwest Shrimp Tacos
74,4.4,0,1440,Air Fryer Cajun Organic Chicken Sandos
75,9.11,0,1440,Shawarma-Spiced Beef & Rice Bowls
76,3.97,480,720,BBQ Pineapple & Shrimp Flatbreads
77,6.05,480,720,Cheesy Prosciutto Organic Chicken Rollatini
78,7.7,480,720,Jalapeño Popper Grilled Cheese with Bacon Jam
79,9.88,480,720,Chicken & Edamame Stir-Fry
80,2.96,720,960,Barramundi with Lemon-Dill Sauce
81,2.64,0,1440,Pear & Walnut-Stuffed Chicken|Low-Lift Al Pastor Beef & Brown Rice Bowls|Chicken Milanese & Creamy Pesto Fusilli
