customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,9.47,720,960,Fried Chicken BLT Sandwiches
2,4.08,0,1440,Shawarma-Spiced Beef & Rice Bowls
3,4.74,720,960,Crispy Parmesan Chicken & Bacon Linguine
4,3.45,480,720,Cheesy Southwest Chicken & Kale Rice
5,9.2,0,1440,Southwest Shrimp Tacos
6,7.44,960,1200,Mexican-Spiced Salmon & Street Corn Rice Bowls
7,7.44,960,1200,Prep & Bake Dijon Pecan Organic Chicken
8,5.73,0,1440,Coconut-Crusted Tilapia Sandwiches
9,9.31,0,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
10,2.96,960,1200,Crispy Parmesan Chicken & Bacon Linguine
11,5.6,0,1440,One-Pan Cantina Shrimp Fajitas
12,3.8,480,720,BBQ Pineapple & Bacon Flatbreads
13,8.05,960,1200,Hainanese-Style Roasted Chicken & Rice
14,8.03,0,1440,Firehouse Cheeseburgers
15,7.1,720,960,BBQ Pineapple & Chicken Flatbreads
16,5.59,960,1200,Szechuan-Glazed Rib-Eye & Jasmine Rice
17,3.49,960,1200,Butternut Agnolotti in Brown Butter & Parmesan
18,5.5,0,1440,"Warm Lentil, Carrot & Feta Salad"
19,8.07,720,960,Shawarma Turkey & Turmeric Rice Bowls
20,8.18,960,1200,Silky Sicilian Penne with Shrimp
21,9.13,960,1200,Zucchini Pomodoro Fusilli Bake
22,3.5,960,1200,Smashed Black Bean & Chicken Tostadas
23,9.78,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls
24,5.59,720,960,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
25,2.68,0,1440,Smoky Chipotle Beef Burrito Bowls
26,8.01,960,1200,Cheesy Buffalo Chicken & Mashed Potato Bake
27,9.34,960,1200,Spicy Peruvian Steak
28,5.54,480,720,Silky Sicilian Penne & Sirloin Steak
29,5.06,0,1440,Air Fryer Cajun Organic Chicken Sandos
30,7.3,720,960,Szechuan Pork Noodle Stir-Fry
31,6.76,960,1200,Lemon Herb Organic Chicken & Couscous
32,6.03,720,960,Zucchini & Beef Pomodoro Penne Bake
33,9.8,960,1200,Crispy Tofu Sesame Lo Mein
34,3.38,480,720,Prep & Bake Cheesy Tomato Ravioli
35,3.33,0,1440,Figgy Balsamic Bavette Steak
36,3.54,720,960,Butternut Agnolotti in Brown Butter & Parmesan
37,9.99,960,1200,Silky Sicilian Gluten-Free Fresh Fusilli
38,9.17,0,1440,Butternut Agnolotti in Brown Butter & Parmesan
39,6.98,480,720,One-Pan French Onion & Trout Orzotto
40,2.58,0,1440,BBQ Pineapple & Chicken Flatbreads
41,3.4,960,1200,Fig & Bacon Chicken Lettuce Wraps
42,7.05,0,1440,Paprika Chicken with Sweet Potato Jumble
43,5.99,960,1200,Prep & Bake Dijon Pecan Organic Chicken
44,2.23,480,720,Steak with Mushroom Cream Sauce
45,2.03,0,1440,Cheesy Buffalo Chicken Flatbreads
46,5.83,0,1440,Super-Quick Chicken Spring Rolls & Mediterranean Salad
47,7.98,0,1440,Coconut-Crusted Tilapia Sandwiches
48,5.51,0,1440,Seared Salmon & Tomato-Dill Relish
49,3.21,960,1200,Shawarma Dark Meat Chicken & Turmeric Rice Bowls
50,9.87,0,1440,Melty Double Red Pepper & Bacon Panini
51,4.37,0,1440,Steak & Edamame Stir-Fry
