customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,9.85,0,1440,Prep & Bake Cheesy Tomato Ravioli|BBQ Pineapple & Shrimp Flatbreads
2,8.71,720,960,Prosciutto-Wrapped Herb-Stuffed Chicken|Creamy Dill Organic Chicken|BBQ Cheddar Turkeyburgers & Chipotle Mayo
3,6.64,960,1200,Silky Sicilian Gluten-Free Fresh Fusilli
4,7.93,0,1440,Smoky Chipotle Beef Burrito Bowls|Curried Chicken & Roasted Sweet Potato Jumble
5,9.57,0,1440,"Bacon, Sweet Potato & Pepper Quesadillas|Shawarma-Spiced Chicken & Farro Bowls|Silky Sicilian Penne with Bacon"
6,2.32,480,720,Figgy Balsamic Bavette Steak
7,3.03,0,1440,Spicy Peruvian Steak
8,7.95,480,720,Chicken Chimichurri Grain Bowls|Butternut Agnolotti in Brown Butter & Parmesan
9,8.02,480,720,Creamy Dill Sirloin Steak|Cheesy BBQ Chicken Pizzas|Tex-Mex Chicken & Queso Rice Bowls
10,4.59,960,1200,Smashed Black Bean & Beef Tostadas
11,3.56,960,1200,Cheesy BBQ Chicken Pizzas
12,6.44,480,720,One-Pan French Onion & Steak Orzotto|Chicken & Greek Salad Pita Pockets
13,8.8,960,1200,Pesto Shrimp Salad Lettuce Wraps
14,4.44,480,720,Zucchini & Turkey Pomodoro Penne Bake|Shawarma Dark Meat Chicken & Turmeric Rice Bowls|Zucchini Pomodoro Penne Bake
15,7.74,480,720,Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce|Cheesy Prosciutto Chicken Rollatini|Rib-Eye Steak & Creamy Mustard Sauce|Beef Flautas Supreme|Figgy Balsamic Chicken|Sheet Pan Crunchy Organic Chicken
16,3.06,960,1200,Pan-Seared Chicken & Rosemary Potatoes
17,9.54,960,1200,Zucchini Pomodoro Penne Bake
18,8.09,720,960,Rib-Eye Steak & Creamy Mustard Sauce|Smoky Mustard Pork Chops & Roasted Potatoes
19,2.01,720,960,Organic Chicken & Creamy Lemon Zucchini Orzo
20,9.75,960,1200,Szechuan Pork Noodle Stir-Fry
21,6.43,0,1440,Sweet Potato & Pepper Quesadillas|Air Fryer Cajun Chicken & Bacon Sandos|Sweet Thai Chili Salmon|Southwest Bavette Steak Fajita Tacos
22,6.46,0,1440,Seared Salmon & Tomato-Dill Relish|Chicken with Cherry Pan Sauce
23,3.73,0,1440,Szechuan-Glazed Chicken & Jasmine Rice
24,2.32,480,720,Salmon with Lemon-Dill Sauce|Crispy Parmesan Chicken & Bacon Linguine
25,6.61,0,1440,Pub-Style Shepherd's Pie
26,8.21,0,1440,Steak with Mushroom Cream Sauce
27,4.21,960,1200,Sheet Pan Crunchy Organic Chicken|Silky Sicilian Penne with Bacon
28,7.84,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls|One-Pan Cheesy Beef Tortilla Melts
29,3.16,0,1440,Argentinian Chicken
30,3.45,960,1200,Firecracker Meatballs
31,8.64,480,720,Curried Chicken & Roasted Sweet Potato Jumble
32,2.95,0,1440,Zucchini Pomodoro Fusilli Bake
33,6.55,0,1440,Dark Meat Chicken Quesadillas with Mango Salsa|Smoky Mustard Chicken & Roasted Potatoes|Zucchini & Turkey Pomodoro Penne Bake
34,5.88,480,720,Harvest Kale Salad with Shrimp
35,3.94,960,1200,Smashed Black Bean & Beef Tostadas|Melty Double Red Pepper & Bacon Panini|Smashed Black Bean Tostadas
36,7.34,720,960,Sweet & Smoky Chicken
37,9.42,720,960,Organic Chicken Milanese & Pesto Penne|Smoky Mustard Steak & Roasted Potatoes
38,6.65,0,1440,Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Flatbreads & Chicken Sausage
39,7.43,0,1440,Shawarma Beef & Turmeric Rice Bowls
