customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,8.61,960,1200,Mexican-Spiced Chicken & Street Corn Rice Bowls|Soy-Ginger Turkey Meatball Rice Bowls
2,8.18,480,720,Chicken Sausage Agnolotti in Brown Butter|Silky Sicilian Penne & Sirloin Steak|Beef Flautas Supreme|Zucchini Pomodoro Penne Bake|Mushroom & Spinach Ramen with Turkey
3,8.14,480,720,Dark Meat Chicken Quesadillas with Mango Salsa|Fried Chicken BLT Sandwiches|Sweet Thai Chili Salmon
4,4.77,960,1200,"Steak Salad & Tangy Red Pepper Vinaigrette|Bacon, Sweet Potato & Pepper Quesadillas"
5,2.25,720,960,Dijon Dill Chicken|Seared Salmon & Tomato-Dill Relish|Cheesy Bacon Jam-Stuffed Organic Chicken
6,4.25,720,960,Southwest Steak Fajita Tacos
7,2.82,960,1200,Shawarma Turkey & Turmeric Rice Bowls|Peachy Gochujang Pork Wraps
8,2.41,0,1440,Creamy Dill Sirloin Steak|Spicy Peruvian Organic Chicken|Smoky Mustard Pork Chops & Roasted Potatoes
9,6.89,0,1440,Gouda-Stuffed Pork Meatloaves|Dijon Dill Chicken|Sweet & Smoky Pork Filet|Low-Lift Al Pastor Beef & Brown Rice Bowls
10,6.05,0,1440,Figgy Balsamic Pork
11,2.1,720,960,Smashed Black Bean & Chicken Tostadas|BBQ Flatbreads & Chicken Sausage
12,8.12,960,1200,Shawarma Chicken & Turmeric Rice Bowls|One-Pan Cheesy Beef Tortilla Melts|Zesty Lemon-Parsley Trout
13,6.48,480,720,Silky Sicilian Gluten-Free Fresh Fusilli|Sweet Thai Chili Barramundi
14,9.26,480,720,Turkey Lomo Saltado|Fig & Bacon Chicken Lettuce Wraps|Organic Chicken Milanese & Pesto Penne
15,9.96,0,1440,Silky Sicilian Penne with Chicken Sausage|Steak with Mushroom Cream Sauce|Zucchini & Turkey Pomodoro Penne Bake|Shawarma Dark Meat Chicken & Turmeric Rice Bowls|Salmon with Lemon-Dill Sauce|Sweet & Smoky Chicken
16,4.34,0,1440,Walnut Pesto Scallops & Purple Sweet Potato Puree
17,4.78,0,1440,Pesto Chicken Salad Lettuce Wraps
18,4.26,720,960,Shrimp Spaghetti with a Kick|Walnut Pesto Scallops & Purple Sweet Potato Puree
19,2.55,480,720,Sweet Potato & Bacon Quesadillas
20,5.27,720,960,Sweet Potato & Bacon Quesadillas
21,2.83,960,1200,"Crispy Tofu Sesame Lo Mein|Turkey, Sweet Potato & Pepper Quesadillas|Beef, Sweet Potato & Pepper Quesadillas|Southwest Chicken Tacos|Fig & Bacon Chicken Lettuce Wraps|Pesto Shrimp Salad Lettuce Wraps"
22,9.59,480,720,Mexican-Spiced Steak & Street Corn Rice Bowls|Chicken Chimichurri Grain Bowls|Argentinian Chicken
23,2.7,960,1200,BBQ Cheddar Turkeyburgers & Chipotle Mayo
24,7.27,960,1200,One-Pan Cheesy Beef Tortilla Melts|Cheesy Bacon Jam-Stuffed Organic Chicken|Szechuan-Glazed Rib-Eye & Jasmine Rice
25,9.51,0,1440,Prep & Bake Cheesy Tomato Ravioli
26,9.12,0,1440,Ponzu-Glazed Trout & Broccoli Tempura
27,6.19,960,1200,Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce|Mexican-Spiced Shrimp & Street Corn Rice Bowls|Swicy Poke-Inspired Rainbow Trout Bowls|Seared Salmon & Kale Salad with Mango|Steak with Mushroom Cream Sauce
28,6.44,0,1440,"Sweet Thai Chili Salmon|Argentinian Bavette Steak|Beef, Sweet Potato & Pepper Quesadillas|Peachy Gochujang Chicken Wraps|Shrimp Spaghetti with a Kick|Harvest Kale Salad with Sirloin Steak"
29,6.51,960,1200,Mushroom & Spinach Ramen with Beef|Zucchini & Turkey Pomodoro Penne Bake
30,3.95,720,960,Crispy Organic Chicken & Bacon Alfredo|BBQ Pineapple Flatbreads|Chicken Chimichurri Grain Bowls
31,4.7,480,720,"Italian Chicken, Bacon & Pepper Sandos"
32,7.9,720,960,Gouda-Stuffed Pork Meatloaves
33,8.85,0,1440,"Cheesy Bacon Jam-Stuffed Chicken|Figgy Balsamic Steak|Zucchini & Chicken Pomodoro Penne Bake|Szechuan-Glazed Chicken & Jasmine Rice|Warm Lentil, Carrot & Feta Salad"
34,2.38,480,720,Organic Chicken & Spinach Caprese Salad
35,5.25,0,1440,Mexican-Spiced Salmon & Street Corn Rice Bowls|Steak Agnolotti in Brown Butter Sauce|Butternut Agnolotti in Brown Butter & Parmesan
36,3.07,480,720,"Beef, Sweet Potato & Pepper Quesadillas|Paprika Chicken with Sweet Potato Jumble"
37,7.01,720,960,Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Flatbreads & Chicken Sausage|Greek Goddess Steak & Bulgur Bowls
38,7.43,960,1200,Shawarma Beef & Turmeric Rice Bowls|Fried Chicken BLT Sandwiches|Rib-Eye Steak & Creamy Mustard Sauce|Silky Sicilian Penne with Chicken
39,2.8,0,1440,Prep & Bake Cheesy Tomato Ravioli|Seared Salmon & Tomato-Dill Relish|Sweet & Smoky Chicken
40,5.02,960,1200,Mexican-Spiced Steak & Street Corn Rice Bowls|Onion Crunch Organic Chicken
41,2.97,720,960,Lemon Herb Chicken & Artichoke-Celery Salad|One-Pan French Onion Orzotto|Zucchini & Shrimp Pomodoro Penne Bake
42,6.85,480,720,Smoky Chipotle Beef Burrito Bowls|Sweet Potato & Pepper Quesadillas|Spicy Peruvian Chicken
43,8.34,960,1200,Silky Sicilian Penne with Shrimp
44,4.23,480,720,Silky Sicilian Penne with Shrimp|Butternut Agnolotti in Brown Butter & Parmesan|Savory Paprika Tilapia with Rice & Beans
45,5.71,960,1200,Cheesy Buffalo Chicken Flatbreads|Chicken Sausage Pomodoro Penne Bake|Turkey Lomo Saltado
46,6.3,480,720,Sweet Thai Chili Barramundi
47,4.68,960,1200,Curried Chicken & Roasted Sweet Potato Jumble
