customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,4.25,480,720,Szechuan-Glazed Rib-Eye & Jasmine Rice
2,7.53,0,1440,Silky Sicilian Penne with Shrimp
3,5.18,960,1200,Smashed Black Bean & Beef Tostadas
4,2.98,0,1440,Barramundi with Lemon-Dill Sauce
5,5.95,720,960,Cheesy Bacon Jam-Stuffed Chicken
6,9.07,0,1440,Figgy Balsamic Chicken
7,8.17,0,1440,Harvest Kale Salad with Shrimp
8,5.63,720,960,Mushroom & Spinach Ramen with Chicken
9,4.49,0,1440,Szechuan-Glazed Rib-Eye & Jasmine Rice
10,8.81,480,720,Creamy Chicken Pot Pie
11,6.12,0,1440,Steak Agnolotti in Brown Butter Sauce
12,9.6,960,1200,Soy-Ginger Beef Meatball Rice Bowls
13,3.47,960,1200,Greek Goddess Steak & Bulgur Bowls
14,7.12,0,1440,Figgy Balsamic Bavette Steak
15,2.81,720,960,One-Pot Loaded Three-Bean Chicken Chili
16,5.19,0,1440,One-Pan Cheesy Beef Tortilla Melts
17,7.33,960,1200,Smashed Black Bean & Chicken Tostadas
18,5.85,0,1440,Argentinian Chicken
19,8.26,720,960,Creamy Dill Sirloin Steak
20,8.55,0,1440,Fried Chicken BLT Sandwiches
21,8.18,960,1200,Creamy Chicken Pot Pie|Salmon with Lemon-Dill Sauce
22,6.61,720,960,Shrimp & Greek Salad Pita Pockets|Low-Lift Romesco Chicken & Garlic Herb Orzo
23,6.51,480,720,Cheesy Prosciutto Organic Chicken Rollatini
24,8.78,960,1200,Smoky Chipotle Beef Burrito Bowls
25,9.52,960,1200,Shrimp Spaghetti with a Kick
26,4.7,0,1440,Seared Salmon & Kale Salad with Mango
27,5.22,720,960,Sweet & Spicy Beef Fried Rice
28,4.97,720,960,Super-Quick Chicken Spring Rolls & Mediterranean Salad
29,5.36,0,1440,Dijon Dill Chicken
30,4.51,960,1200,One-Pan French Onion & Trout Orzotto
31,3.88,480,720,Seared Salmon & Kale Salad with Mango
32,5.3,960,1200,Argentinian Bavette Steak
33,8.34,480,720,Crispy Kickin' Cayenne Chicken Cutlets
34,8.78,960,1200,Chicken & Greek Salad Pita Pockets
35,5.9,720,960,One-Pan Cantina Shrimp Fajitas
36,8.97,480,720,Smoky Chipotle Beef Burrito Bowls
37,7.34,480,720,Gouda-Stuffed Pork Meatloaves
38,8.25,0,1440,One-Pan Cantina Shrimp Fajitas
39,7.75,480,720,Shrimp Spaghetti with a Kick
40,5.61,720,960,Smoky Chipotle Beef Burrito Bowls
41,7.14,480,720,Cheesy Buffalo Chicken & Mashed Potato Bake
42,9.2,960,1200,Air Fryer Cajun Chicken & Bacon Sandos
43,5.93,720,960,Soy-Ginger Beef Meatball Rice Bowls
44,4.77,960,1200,Seared Salmon & Kale Salad with Mango
45,3.28,480,720,One-Pan French Onion & Steak Orzotto
46,8.68,0,1440,One-Pot Loaded Three-Bean Chicken Chili
47,5.63,720,960,"Turkey, Sweet Potato & Pepper Quesadillas"
48,3.82,960,1200,Steak Salad & Tangy Red Pepper Vinaigrette
49,3.86,720,960,Silky Sicilian Penne with Chicken Sausage|Pub-Style Shepherd's Pie
50,8.95,0,1440,Organic Chicken Chimichurri Grain Bowls
51,2.4,480,720,Prep & Bake Cheesy Tomato Ravioli
52,2.7,0,1440,Figgy Balsamic Bavette Steak
53,5.83,960,1200,Sweet Potato & Pepper Quesadillas
54,4.06,0,1440,Smoky Mustard Steak & Roasted Potatoes
55,2.89,0,1440,Turkey Lomo Saltado
56,7.17,960,1200,Szechuan-Glazed Chicken & Jasmine Rice
57,4.53,480,720,Dark Meat Chicken Quesadillas with Mango Salsa
58,5.59,960,1200,Crispy Chicken & Bacon Alfredo
59,7.27,720,960,Spicy Peruvian Organic Chicken|Dijon Dill Chicken
60,5.11,480,720,Pesto Shrimp Salad Lettuce Wraps
61,5.76,960,1200,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
62,6.71,960,1200,Lemon Herb Organic Chicken & Couscous
63,7.88,0,1440,BBQ Pineapple & Shrimp Flatbreads
64,5.42,0,1440,Greek Goddess Steak & Bulgur Bowls
65,3.06,0,1440,Chicken Sausage Pomodoro Penne Bake
66,7.27,960,1200,Organic Chicken & Spinach Caprese Salad
67,2.66,0,1440,Pepita-Crusted Salmon
68,3.82,720,960,Low-Lift Romesco Chicken & Garlic Herb Orzo
69,8.18,720,960,Mushroom & Spinach Ramen with Turkey
70,2.4,480,720,Onion Crunch Organic Chicken
71,8.56,0,1440,Pan-Seared Sirloin Steak & Rosemary Potatoes
72,7.85,480,720,Cheesy Southwest Chicken & Kale Rice|Organic Chicken Chimichurri Grain Bowls
73,6.19,480,720,Lemon Herb Organic Chicken & Couscous
74,9.38,960,1200,Shawarma Beef & Turmeric Rice Bowls
75,9.43,0,1440,Sweet & Smoky Pork Filet
76,5.2,480,720,Shawarma-Spiced Chicken & Farro Bowls
