customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,3.12,960,1200,Cheesy Prosciutto Chicken Rollatini
2,9.52,960,1200,Chicken & Greek Salad Pita Pockets
3,6.53,480,720,Pub-Style Shepherd's Pie
4,3.73,960,1200,Creamy Chicken Pot Pie|Curried Chicken & Roasted Sweet Potato Jumble
5,7.5,480,720,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,720,960,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,0,1440,Sweet Potato & Bacon Quesadillas|Argentinian Chicken|Ponzu-Glazed Trout & Broccoli Tempura
8,5.22,720,960,BBQ Flatbreads & Chicken Sausage|Pepita-Crusted Salmon
9,9.79,720,960,Lemon Herb Salmon & Couscous
10,9.69,480,720,Firehouse Cheeseburgers
11,7.19,0,1440,Figgy Balsamic Bavette Steak|Cheesy Buffalo Chicken & Mashed Potato Bake|Rainbow Trout Agnolotti|Harvest Kale Salad with Bacon
12,5.72,0,1440,Onion Crunch Organic Chicken
13,8.88,960,1200,Shawarma Beef & Turmeric Rice Bowls
14,7.15,960,1200,Pear & Walnut-Stuffed Chicken
15,5.29,480,720,Cheesy Buffalo Chicken Flatbreads|Hainanese-Style Roasted Chicken & Rice
16,5.3,720,960,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8.0,720,960,Figgy Balsamic Chicken
18,5.53,0,1440,Sweet Potato & Bacon Quesadillas
19,7.63,0,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls|Zucchini & Turkey Pomodoro Penne Bake
20,2.61,480,720,Sheet Pan Crunchy Organic Chicken|Pepita-Crusted Salmon
