customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,4.43,480,720,Harvest Kale Salad with Sirloin Steak
2,8.48,960,1200,Mushroom & Spinach Ramen with Beef
3,7.26,0,1440,Pesto Shrimp Salad Lettuce Wraps
4,3.73,960,1200,Creamy Chicken Pot Pie
5,7.5,720,960,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,480,720,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,720,960,Sweet Potato & Bacon Quesadillas|Argentinian Chicken
8,5.22,0,1440,BBQ Flatbreads & Chicken Sausage|Pepita-Crusted Salmon
9,9.79,720,960,Lemon Herb Salmon & Couscous
10,9.69,480,720,Firehouse Cheeseburgers
11,7.19,0,1440,Figgy Balsamic Bavette Steak|Cheesy Buffalo Chicken & Mashed Potato Bake
12,5.72,720,960,Onion Crunch Organic Chicken
13,8.88,960,1200,Shawarma Beef & Turmeric Rice Bowls
14,7.15,0,1440,Pear & Walnut-Stuffed Chicken
15,5.29,0,1440,Cheesy Buffalo Chicken Flatbreads|Hainanese-Style Roasted Chicken & Rice
16,5.3,480,720,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8.0,960,1200,Figgy Balsamic Chicken
18,5.53,720,960,Sweet Potato & Bacon Quesadillas
19,7.63,960,1200,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,480,720,Sheet Pan Crunchy Organic Chicken|Pepita-Crusted Salmon
