customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,8.76,0,1440,BBQ Pineapple & Chicken Flatbreads|Cheesy Bacon Jam-Stuffed Organic Chicken
2,7.22,0,1440,Seared Salmon & Lemon-Dijon Sauce|Mexican-Spiced Steak & Street Corn Rice Bowls|Spicy Peruvian Organic Chicken|BBQ Pineapple & Shrimp Flatbreads
3,6.36,720,960,Sweet Thai Chili Salmon|Greek Goddess Steak & Bulgur Bowls|Za'atar Pistachio-Crusted Sea Bass|Air Fryer Cajun Organic Chicken Sandos
4,9.52,0,1440,One-Pan French Onion & Trout Orzotto|Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce|Sweet Thai Chili Salmon|Creamy Chicken Pot Pie
5,4.9,480,720,Zucchini & Beef Pomodoro Penne Bake|Zucchini & Chicken Pomodoro Penne Bake
6,2.82,960,1200,Palermo Prosciutto & Chicken Fusilli|Fig & Bacon Chicken Lettuce Wraps
7,3.65,480,720,Seared Salmon & Lemon-Dijon Sauce|Organic Chicken Chimichurri Grain Bowls|Zucchini & Turkey Pomodoro Penne Bake|One-Pan French Onion & Steak Orzotto|Spicy Peruvian Bavette Steak|Chicken & Edamame Stir-Fry
8,3.84,720,960,Szechuan-Glazed Chicken & Jasmine Rice|Smoky Mustard Chicken & Roasted Potatoes|BBQ Flatbreads & Chicken Sausage|Shawarma Chicken & Turmeric Rice Bowls
9,3.7,720,960,Smashed Black Bean & Chicken Tostadas|Thyme-Crusted Salmon & Crème Fraîche Pan Sauce|Shawarma-Spiced Chicken & Rice Bowls
10,5.19,720,960,Seared Salmon & Lemon-Dijon Sauce|Mexican-Spiced Salmon & Street Corn Rice Bowls
11,3.33,720,960,Pub-Style Shepherd's Pie|Southwest Chicken Tacos|Crispy Kickin' Cayenne Chicken Cutlets|Mushroom & Spinach Ramen with Chicken
12,9.94,960,1200,Creamy Chicken Pot Pie|Smashed Black Bean & Beef Tostadas|Lemon Herb Organic Chicken & Couscous|Blackened Half Chicken with Mango-Lime BBQ Sauce|Melty Double Red Pepper & Bacon Panini|Southwest Bavette Steak Fajita Tacos
13,6.12,960,1200,Steak Agnolotti in Brown Butter Sauce
14,9.6,960,1200,Soy-Ginger Beef Meatball Rice Bowls|Lemon Herb Salmon & Couscous|Pesto Chicken Salad Lettuce Wraps
15,3.47,480,720,Greek Goddess Steak & Bulgur Bowls|Rainbow Trout Agnolotti|Blackened Half Chicken with Mango-Lime BBQ Sauce|Harvest Kale Salad with Sirloin Steak|BBQ Pineapple & Chicken Flatbreads|Dark Meat Chicken Quesadillas with Mango Salsa
16,7.12,960,1200,"Figgy Balsamic Bavette Steak|Bacon, Sweet Potato & Pepper Quesadillas"
17,2.81,480,720,One-Pot Loaded Three-Bean Chicken Chili|Sweet & Tangy Tempura Chicken Sandos|Smoky Mustard Chicken & Roasted Potatoes
18,5.19,0,1440,One-Pan Cheesy Beef Tortilla Melts|Mexican-Spiced Shrimp & Street Corn Rice Bowls|Crispy Parmesan Chicken & Bacon Linguine|Steak Agnolotti in Brown Butter Sauce
19,7.33,0,1440,Smashed Black Bean & Chicken Tostadas|Prosciutto-Wrapped Herb-Stuffed Chicken|Crispy Chicken & Bacon Alfredo|Mushroom & Spinach Ramen with Turkey
20,5.85,480,720,Argentinian Chicken|Crispy Kickin' Cayenne Chicken Cutlets|Curried Chicken & Roasted Sweet Potato Jumble|Mushroom & Spinach Ramen with Steak
