customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,6.42,960,1200,Southwest Bavette Steak Fajita Tacos
2,4.84,720,960,Grass-Fed Rib-Eye Agnolotti|Ponzu-Glazed Trout & Broccoli Tempura|Creamy Dill Sirloin Steak
3,5.84,720,960,Lemon Herb Chicken & Artichoke-Celery Salad
4,6.05,0,1440,Fried Chicken BLT Sandwiches|Shrimp & Greek Salad Pita Pockets
5,7.9,720,960,"Seared Salmon & Lemon-Dijon Sauce|Bacon, Sweet Potato & Pepper Quesadillas"
6,2.25,960,1200,Dijon Dill Chicken
7,4.25,480,720,Southwest Steak Fajita Tacos
8,2.82,720,960,Shawarma Turkey & Turmeric Rice Bowls|Peachy Gochujang Pork Wraps
9,2.41,480,720,Creamy Dill Sirloin Steak|Spicy Peruvian Organic Chicken|Smoky Mustard Pork Chops & Roasted Potatoes
10,6.89,0,1440,Gouda-Stuffed Pork Meatloaves
11,6.05,720,960,Figgy Balsamic Pork
12,2.1,960,1200,Smashed Black Bean & Chicken Tostadas
13,8.12,960,1200,Shawarma Chicken & Turmeric Rice Bowls
14,6.48,480,720,Silky Sicilian Gluten-Free Fresh Fusilli|Sweet Thai Chili Barramundi|Pan-Seared Sirloin Steak & Rosemary Potatoes
15,9.26,480,720,Turkey Lomo Saltado|Fig & Bacon Chicken Lettuce Wraps|Organic Chicken Milanese & Pesto Penne|Lemon Herb Salmon & Couscous|Za'atar Feta & Chicken Pita Pockets
16,9.96,720,960,Silky Sicilian Penne with Chicken Sausage
17,4.34,720,960,Walnut Pesto Scallops & Purple Sweet Potato Puree
18,4.78,720,960,Pesto Chicken Salad Lettuce Wraps|Harvest Kale Salad with Bacon
19,4.26,960,1200,Shrimp Spaghetti with a Kick
20,2.55,0,1440,Sweet Potato & Bacon Quesadillas
21,5.27,960,1200,Sweet Potato & Bacon Quesadillas|Szechuan Pork Noodle Stir-Fry|Red Curry Lo Mein Stir-Fry & Candied Peanuts|Pub-Style Turkey Shepherd's Pie
22,2.83,0,1440,"Crispy Tofu Sesame Lo Mein|Turkey, Sweet Potato & Pepper Quesadillas"
23,9.59,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls
24,2.7,480,720,BBQ Cheddar Turkeyburgers & Chipotle Mayo|Silky Sicilian Gluten-Free Fresh Fusilli
25,7.27,480,720,One-Pan Cheesy Beef Tortilla Melts
26,9.51,480,720,Prep & Bake Cheesy Tomato Ravioli
27,9.12,480,720,Ponzu-Glazed Trout & Broccoli Tempura
28,6.19,720,960,Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce
29,6.44,720,960,Sweet Thai Chili Salmon
30,6.51,0,1440,Mushroom & Spinach Ramen with Beef
31,3.95,960,1200,Crispy Organic Chicken & Bacon Alfredo
32,4.7,0,1440,"Italian Chicken, Bacon & Pepper Sandos"
33,7.9,480,720,Gouda-Stuffed Pork Meatloaves|Figgy Balsamic Steak
34,8.85,960,1200,Cheesy Bacon Jam-Stuffed Chicken
35,2.38,480,720,Organic Chicken & Spinach Caprese Salad|One-Pan French Onion Orzotto
36,5.25,0,1440,Mexican-Spiced Salmon & Street Corn Rice Bowls
37,3.07,960,1200,"Beef, Sweet Potato & Pepper Quesadillas"
38,7.01,480,720,Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Flatbreads & Chicken Sausage
39,7.43,480,720,Shawarma Beef & Turmeric Rice Bowls
40,2.8,480,720,Prep & Bake Cheesy Tomato Ravioli|Seared Salmon & Tomato-Dill Relish
41,5.02,480,720,Mexican-Spiced Steak & Street Corn Rice Bowls|Onion Crunch Organic Chicken
42,2.97,0,1440,Lemon Herb Chicken & Artichoke-Celery Salad
43,6.85,720,960,Smoky Chipotle Beef Burrito Bowls
44,8.34,960,1200,Silky Sicilian Penne with Shrimp|Zesty Lemon-Parsley Trout
45,4.23,0,1440,Silky Sicilian Penne with Shrimp|Butternut Agnolotti in Brown Butter & Parmesan
46,5.71,960,1200,Cheesy Buffalo Chicken Flatbreads
47,6.3,480,720,Sweet Thai Chili Barramundi
48,4.68,480,720,Curried Chicken & Roasted Sweet Potato Jumble|Palermo Prosciutto & Chicken Fusilli
49,9.16,480,720,Savory Paprika Tilapia with Rice & Beans|Crispy Korean-Style BBQ Mushroom Sandwiches
50,3.31,0,1440,Tex-Mex Chicken & Queso Rice Bowls|Steak with Mushroom Cream Sauce
51,8.27,720,960,Grass-Fed Rib-Eye Agnolotti|Barramundi with Lemon-Dill Sauce|Seared Salmon & Tomato-Dill Relish
52,7.37,720,960,Greek Goddess Steak & Bulgur Bowls
53,3.98,720,960,Curried Chicken & Roasted Sweet Potato Jumble|Smoky Mustard Chicken & Roasted Potatoes|Sweet & Smoky Pork Filet|Shawarma-Spiced Chicken & Rice Bowls
54,7.35,480,720,Crispy Parmesan Chicken & Bacon Linguine|Peachy Gochujang Pork Wraps|Smashed Black Bean & Chicken Tostadas
