customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,4.22,720,960,"Chicken Sausage Agnolotti in Brown Butter|Turkey, Sweet Potato & Pepper Quesadillas|Walnut Pesto Scallops & Purple Sweet Potato Puree|Smoky Mustard Pork Chops & Roasted Potatoes"
2,6.96,960,1200,Sweet Potato & Pepper Quesadillas|Organic Chicken & Creamy Lemon Zucchini Orzo|Grass-Fed Rib-Eye Agnolotti|Hainanese-Style Roasted Chicken & Rice|Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Cheddar Burgers with Chipotle Mayo
3,9.17,960,1200,"Low-Lift Al Pastor Beef & Brown Rice Bowls|Bacon, Sweet Potato & Pepper Quesadillas|Southwest Shrimp Tacos"
4,6.58,0,1440,Air Fryer Cajun Chicken & Bacon Sandos|Savory Mushroom & Spinach Ramen|Rainbow Trout Agnolotti|Steak & Cheddar-Swiss Fondue Board
5,7.67,0,1440,Mexican-Spiced Salmon & Street Corn Rice Bowls|Smoky Chipotle Beef Burrito Bowls|Shawarma Chicken & Turmeric Rice Bowls|Shawarma-Spiced Beef & Rice Bowls|Steak with Mushroom Cream Sauce
6,9.97,480,720,Mexican-Spiced Salmon & Street Corn Rice Bowls|Silky Sicilian Penne with Chicken|Air Fryer Swicy Cajun Chicken Sandwiches
7,9.21,720,960,Southwest Steak Fajita Tacos|Walnut Pesto Scallops & Purple Sweet Potato Puree|Pan-Seared Sirloin Steak & Rosemary Potatoes
8,5.72,0,1440,Onion Crunch Organic Chicken|Mushroom & Spinach Ramen with Chicken|Southwest Bavette Steak Fajita Tacos|Smashed Black Bean & Chicken Tostadas|Butternut Agnolotti in Brown Butter & Parmesan|Herbed Chicken & Creamy Lemon Zucchini Orzo
9,8.88,480,720,Shawarma Beef & Turmeric Rice Bowls|Sweet & Spicy Beef Fried Rice|Organic Chicken Chimichurri Grain Bowls|Steak & Cheddar-Swiss Fondue Board|Thyme-Crusted Salmon & Crème Fraîche Pan Sauce|Cheesy Buffalo Chicken Flatbreads
10,7.15,480,720,Pear & Walnut-Stuffed Chicken|Crispy Kickin' Cayenne Chicken Cutlets
11,5.29,0,1440,Cheesy Buffalo Chicken Flatbreads|Hainanese-Style Roasted Chicken & Rice
12,5.3,720,960,Crispy Korean-Style BBQ Mushroom Sandwiches|Mexican-Spiced Steak & Street Corn Rice Bowls|BBQ Pineapple & Chicken Flatbreads|Coconut-Crusted Tilapia Sandwiches|Firehouse Cheeseburgers|BBQ Cheddar Turkeyburgers & Chipotle Mayo
13,8.0,480,720,Figgy Balsamic Chicken|Soy-Ginger Beef Meatball Rice Bowls|Sweet & Smoky Chicken|Beef Flautas Supreme|Zucchini Pomodoro Fusilli Bake
14,5.53,480,720,Sweet Potato & Bacon Quesadillas|Pan-Seared Chicken & Rosemary Potatoes|Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce
15,7.63,480,720,Mexican-Spiced Chicken & Street Corn Rice Bowls|Zucchini & Turkey Pomodoro Penne Bake|Gouda-Stuffed Pork Meatloaves|Za'atar Feta & Chicken Pita Pockets|Creamy Dill Ranch Steak|Smashed Black Bean & Chicken Tostadas|Sweet & Smoky Ranch Steak
16,2.61,480,720,Sheet Pan Crunchy Organic Chicken|Pepita-Crusted Salmon|Pub-Style Turkey Shepherd's Pie
17,7.3,0,1440,Smoky Mustard Chicken & Roasted Potatoes|Lemon Herb Organic Chicken & Couscous|Sweet Potato & Pepper Quesadillas|Shawarma Beef & Turmeric Rice Bowls
18,6.83,480,720,Spicy Peruvian Bavette Steak|Sweet Soy Salmon & Chili Roasted Green Bean Bowls|Smashed Black Bean & Beef Tostadas
19,6.43,960,1200,Sweet Potato & Pepper Quesadillas|Air Fryer Cajun Chicken & Bacon Sandos|Sweet Thai Chili Salmon
20,6.46,0,1440,Seared Salmon & Tomato-Dill Relish|Chicken with Cherry Pan Sauce
21,3.73,960,1200,Szechuan-Glazed Chicken & Jasmine Rice|Silky Sicilian Penne & Sirloin Steak|Thyme-Crusted Salmon & Crème Fraîche Pan Sauce|Shawarma-Spiced Chicken & Farro Bowls|Air Fryer Cajun Organic Chicken Sandos|Cheesy Southwest Chicken & Kale Rice|Super-Quick Chicken Spring Rolls & Mediterranean Salad
22,2.32,960,1200,Salmon with Lemon-Dill Sauce|Crispy Parmesan Chicken & Bacon Linguine|Sweet & Smoky Pork Filet|Onion Crunch Organic Chicken
23,6.61,960,1200,Pub-Style Shepherd's Pie|Sweet Potato & Bacon Quesadillas|Silky Sicilian Penne with Chicken|Sweet Soy Salmon & Chili Roasted Green Bean Bowls
24,8.21,720,960,Steak with Mushroom Cream Sauce|Za'atar Pistachio-Crusted Sea Bass|Mexican-Spiced Salmon & Street Corn Rice Bowls|One-Pot Loaded Three-Bean Chicken Chili|Cheesy Buffalo Chicken & Mashed Potato Bake|Savory Mushroom & Spinach Ramen
25,4.21,720,960,Sheet Pan Crunchy Organic Chicken|Silky Sicilian Penne with Bacon|Sweet & Tangy Tempura Chicken Sandos
26,7.84,960,1200,Mexican-Spiced Steak & Street Corn Rice Bowls|One-Pan Cheesy Beef Tortilla Melts
27,3.16,480,720,Argentinian Chicken|Zucchini Pomodoro Fusilli Bake|Seared Salmon & Kale Salad with Mango|Coconut-Crusted Tilapia Sandwiches|Chicken Sausage Agnolotti in Brown Butter|One-Pan Cheesy Beef Tortilla Melts
28,3.45,0,1440,"Firecracker Meatballs|Mushroom & Spinach Ramen with Chicken|Sheet Pan Crunchy Organic Chicken|Warm Lentil, Carrot & Feta Salad|Butternut Agnolotti in Brown Butter & Parmesan|Crispy Kickin' Cayenne Chicken Cutlets|Pub-Style Shepherd's Pie"
29,8.64,720,960,Curried Chicken & Roasted Sweet Potato Jumble|Sweet & Smoky Chicken|One-Pan French Onion & Steak Orzotto|Smashed Black Bean & Chicken Tostadas
30,2.95,720,960,Zucchini Pomodoro Fusilli Bake|Mexican-Spiced Salmon & Street Corn Rice Bowls|Sweet & Spicy Beef Fried Rice|Zesty Lemon-Parsley Trout
31,6.55,720,960,Dark Meat Chicken Quesadillas with Mango Salsa
32,5.88,960,1200,Harvest Kale Salad with Shrimp|Soy-Ginger Beef Meatball Rice Bowls|Shawarma Beef & Turmeric Rice Bowls
33,3.94,480,720,Smashed Black Bean & Beef Tostadas|Melty Double Red Pepper & Bacon Panini|Smashed Black Bean Tostadas|Rib-Eye Steak & Creamy Mustard Sauce|Cheesy Buffalo Chicken Flatbreads|Barramundi with Lemon-Dill Sauce|Sweet Potato & Steak Quesadillas
34,7.34,0,1440,Sweet & Smoky Chicken|Greek Goddess Steak & Bulgur Bowls|Steak with Mushroom Cream Sauce
35,9.42,960,1200,"Organic Chicken Milanese & Pesto Penne|Smoky Mustard Steak & Roasted Potatoes|Beef, Sweet Potato & Pepper Quesadillas|Peachy Gochujang Chicken Wraps|Harvest Kale Salad with Chicken"
36,6.65,960,1200,Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Flatbreads & Chicken Sausage|Greek Goddess Steak & Bulgur Bowls|Herbed Chicken & Creamy Lemon Zucchini Orzo
37,7.43,960,1200,Shawarma Beef & Turmeric Rice Bowls|Fried Chicken BLT Sandwiches|Rib-Eye Steak & Creamy Mustard Sauce|Silky Sicilian Penne with Chicken|Paprika Chicken with Sweet Potato Jumble
38,2.8,720,960,Prep & Bake Cheesy Tomato Ravioli|Seared Salmon & Tomato-Dill Relish|Sweet & Smoky Chicken|One-Pan French Onion & Steak Orzotto
39,5.02,960,1200,Mexican-Spiced Steak & Street Corn Rice Bowls|Onion Crunch Organic Chicken|Fig & Bacon Chicken Lettuce Wraps|Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce|Organic Chicken & Creamy Lemon Zucchini Orzo|Hainanese-Style Roasted Chicken & Rice
40,2.97,0,1440,Lemon Herb Chicken & Artichoke-Celery Salad|One-Pan French Onion Orzotto
41,6.85,720,960,Smoky Chipotle Beef Burrito Bowls|Sweet Potato & Pepper Quesadillas|Spicy Peruvian Chicken
42,8.34,960,1200,Silky Sicilian Penne with Shrimp|Zesty Lemon-Parsley Trout|Chicken with Cherry Pan Sauce|Figgy Balsamic Chicken
43,4.23,720,960,Silky Sicilian Penne with Shrimp|Butternut Agnolotti in Brown Butter & Parmesan|Savory Paprika Tilapia with Rice & Beans
44,5.71,480,720,Cheesy Buffalo Chicken Flatbreads|Chicken Sausage Pomodoro Penne Bake|Turkey Lomo Saltado|Shawarma-Spiced Chicken & Rice Bowls
45,6.3,0,1440,Sweet Thai Chili Barramundi|Pepita-Crusted Salmon|Super-Quick Chicken Spring Rolls & Mediterranean Salad
46,4.68,0,1440,Curried Chicken & Roasted Sweet Potato Jumble|Palermo Prosciutto & Chicken Fusilli|Organic Chicken & Spinach Caprese Salad|Figgy Balsamic Pork
47,9.16,0,1440,Savory Paprika Tilapia with Rice & Beans|Crispy Korean-Style BBQ Mushroom Sandwiches|Lemon Herb Salmon & Couscous
