customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,3.9,480,720,Sweet Potato & Pepper Quesadillas
2,9.69,0,1440,Thyme-Crusted Salmon & Crème Fraîche Pan Sauce|Low-Lift Romesco Chicken & Garlic Herb Orzo|Swicy Poke-Inspired Rainbow Trout Bowls
3,6.41,0,1440,Zucchini Pomodoro Fusilli Bake
4,4.85,960,1200,Soy-Ginger Beef Meatball Rice Bowls|Seared Salmon & Kale Salad with Mango
5,2.82,720,960,Palermo Prosciutto & Chicken Fusilli
6,3.65,720,960,Seared Salmon & Lemon-Dijon Sauce
7,3.84,720,960,Szechuan-Glazed Chicken & Jasmine Rice
8,3.7,720,960,Smashed Black Bean & Chicken Tostadas|Thyme-Crusted Salmon & Crème Fraîche Pan Sauce
9,5.19,0,1440,Seared Salmon & Lemon-Dijon Sauce|Mexican-Spiced Salmon & Street Corn Rice Bowls
10,3.33,480,720,Pub-Style Shepherd's Pie
11,9.94,720,960,Creamy Chicken Pot Pie
12,6.12,960,1200,Steak Agnolotti in Brown Butter Sauce
13,9.6,0,1440,Soy-Ginger Beef Meatball Rice Bowls
14,3.47,960,1200,Greek Goddess Steak & Bulgur Bowls|Rainbow Trout Agnolotti|Blackened Half Chicken with Mango-Lime BBQ Sauce
15,7.12,0,1440,"Figgy Balsamic Bavette Steak|Bacon, Sweet Potato & Pepper Quesadillas|Low-Lift Romesco Chicken & Garlic Herb Orzo|Southwest Chicken Tacos"
16,2.81,480,720,One-Pot Loaded Three-Bean Chicken Chili
17,5.19,0,1440,One-Pan Cheesy Beef Tortilla Melts
18,7.33,0,1440,Smashed Black Bean & Chicken Tostadas|Prosciutto-Wrapped Herb-Stuffed Chicken
19,5.85,0,1440,Argentinian Chicken
20,8.26,0,1440,Creamy Dill Sirloin Steak
21,8.55,960,1200,Fried Chicken BLT Sandwiches|Silky Sicilian Penne with Bacon|Paprika Chicken with Sweet Potato Jumble|Figgy Balsamic Bavette Steak
22,8.18,0,1440,Creamy Chicken Pot Pie|Salmon with Lemon-Dill Sauce
23,6.61,720,960,Shrimp & Greek Salad Pita Pockets
24,6.51,720,960,Cheesy Prosciutto Organic Chicken Rollatini|Southwest Steak Fajita Tacos
25,8.78,480,720,Smoky Chipotle Beef Burrito Bowls
26,9.52,0,1440,Shrimp Spaghetti with a Kick
27,4.7,0,1440,Seared Salmon & Kale Salad with Mango
28,5.22,720,960,Sweet & Spicy Beef Fried Rice
29,4.97,480,720,Super-Quick Chicken Spring Rolls & Mediterranean Salad
30,5.36,960,1200,Dijon Dill Chicken
31,4.51,0,1440,One-Pan French Onion & Trout Orzotto
32,3.88,480,720,Seared Salmon & Kale Salad with Mango
33,5.3,720,960,Argentinian Bavette Steak
34,8.34,720,960,Crispy Kickin' Cayenne Chicken Cutlets
35,8.78,480,720,Chicken & Greek Salad Pita Pockets|Silky Sicilian Gluten-Free Fresh Fusilli
36,5.9,960,1200,One-Pan Cantina Shrimp Fajitas
37,8.97,480,720,Smoky Chipotle Beef Burrito Bowls
