customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,9.52,960,1200,Chicken & Greek Salad Pita Pockets
2,6.53,0,1440,Pub-Style Shepherd's Pie|Shawarma-Spiced Beef & Rice Bowls
3,3.73,480,720,Creamy Chicken Pot Pie
4,7.5,480,720,Low-Lift Romesco Chicken & Garlic Herb Orzo
5,7.78,720,960,Organic Chicken & Creamy Lemon Zucchini Orzo
6,3.76,960,1200,Sweet Potato & Bacon Quesadillas
7,5.22,0,1440,BBQ Flatbreads & Chicken Sausage
8,9.79,960,1200,Lemon Herb Salmon & Couscous
9,9.69,0,1440,Firehouse Cheeseburgers
10,7.19,0,1440,Figgy Balsamic Bavette Steak
11,5.72,960,1200,Onion Crunch Organic Chicken
12,8.88,0,1440,Shawarma Beef & Turmeric Rice Bowls
13,7.15,0,1440,Pear & Walnut-Stuffed Chicken
14,5.29,960,1200,Cheesy Buffalo Chicken Flatbreads
15,5.3,720,960,Crispy Korean-Style BBQ Mushroom Sandwiches|Mexican-Spiced Steak & Street Corn Rice Bowls|BBQ Pineapple & Chicken Flatbreads
16,8.0,480,720,Figgy Balsamic Chicken
17,5.53,960,1200,Sweet Potato & Bacon Quesadillas
18,7.63,0,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
19,2.61,480,720,Sheet Pan Crunchy Organic Chicken
20,7.3,0,1440,Smoky Mustard Chicken & Roasted Potatoes
21,6.83,720,960,Spicy Peruvian Bavette Steak|Sweet Soy Salmon & Chili Roasted Green Bean Bowls|Smashed Black Bean & Beef Tostadas|Super-Quick Chicken Spring Rolls & Mediterranean Salad
22,6.43,0,1440,Sweet Potato & Pepper Quesadillas|Air Fryer Cajun Chicken & Bacon Sandos
23,6.46,720,960,Seared Salmon & Tomato-Dill Relish
24,3.73,960,1200,Szechuan-Glazed Chicken & Jasmine Rice
25,2.32,0,1440,Salmon with Lemon-Dill Sauce
26,6.61,720,960,Pub-Style Shepherd's Pie
27,8.21,480,720,Steak with Mushroom Cream Sauce
28,4.21,720,960,Sheet Pan Crunchy Organic Chicken
29,7.84,0,1440,Mexican-Spiced Steak & Street Corn Rice Bowls
