customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,3.87,480,720,"Shawarma-Spiced Chicken & Farro Bowls|Warm Lentil, Carrot & Feta Salad"
2,7.34,480,720,Pan-Seared Sirloin Steak & Rosemary Potatoes|Ponzu-Glazed Trout & Broccoli Tempura|Smoky Chipotle Turkey Burrito Bowls|Chicken & Greek Salad Pita Pockets|Southwest Steak Fajita Tacos
3,3.89,960,1200,Prep & Bake Cheesy Tomato Ravioli|Soy-Ginger Beef Meatball Rice Bowls|Low-Lift Al Pastor Beef & Brown Rice Bowls
4,6.21,720,960,"Southwest Bavette Steak Fajita Tacos|Bacon, Sweet Potato & Pepper Quesadillas|Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
5,7.58,720,960,Crispy Kickin' Cayenne Chicken Cutlets|Seared Salmon & Lemon-Dijon Sauce|Figgy Balsamic Bavette Steak
6,3.03,960,1200,Spicy Peruvian Steak|One-Pot Loaded Three-Bean Chicken Chili
7,7.95,720,960,Chicken Chimichurri Grain Bowls|Butternut Agnolotti in Brown Butter & Parmesan
8,8.02,480,720,Creamy Dill Sirloin Steak|Cheesy BBQ Chicken Pizzas|Tex-Mex Chicken & Queso Rice Bowls|Mushroom & Spinach Ramen with Beef
9,4.59,960,1200,"Smashed Black Bean & Beef Tostadas|Turkey, Sweet Potato & Pepper Quesadillas|Beef, Sweet Potato & Pepper Quesadillas|Curried Chicken & Roasted Sweet Potato Jumble"
10,3.56,960,1200,Cheesy BBQ Chicken Pizzas
11,6.44,0,1440,One-Pan French Onion & Steak Orzotto|Chicken & Greek Salad Pita Pockets
12,8.8,960,1200,Pesto Shrimp Salad Lettuce Wraps|Mexican-Spiced Salmon & Street Corn Rice Bowls|Silky Sicilian Penne with Chicken
13,4.44,720,960,Zucchini & Turkey Pomodoro Penne Bake|Shawarma Dark Meat Chicken & Turmeric Rice Bowls|Zucchini Pomodoro Penne Bake
14,7.74,720,960,Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce|Cheesy Prosciutto Chicken Rollatini|Rib-Eye Steak & Creamy Mustard Sauce
15,3.06,720,960,Pan-Seared Chicken & Rosemary Potatoes|Red Curry Lo Mein Stir-Fry & Candied Peanuts|Harvest Kale Salad with Chicken|Crispy Korean-Style BBQ Mushroom Sandwiches|Sesame Kimchi Fried Rice|Dark Meat Chicken Quesadillas with Mango Salsa|Fried Chicken BLT Sandwiches
16,9.54,960,1200,Zucchini Pomodoro Penne Bake
17,8.09,720,960,Rib-Eye Steak & Creamy Mustard Sauce|Smoky Mustard Pork Chops & Roasted Potatoes|Sweet Potato & Bacon Quesadillas
